Agents,Rounds,Rating,Kpr,Deaths,Dpr,HsPerc,Tier
fade,23,0.99,0.61,14,0.61,36.39,B
tejo,23,0.8,0.52,16,0.7,40.29,S
fade,23,0.58,0.39,18,0.78,36.41,B
sage,23,0.61,0.48,17,0.74,48.22,A
omen,46,1.17,0.8,37,0.8,43.64,A
raze,23,0.6,0.39,18,0.78,40.36,A
yoru,23,0.74,0.61,18,0.78,36.56,B
chamber,23,1.23,1.0,14,0.61,41.22,C
raze,24,1.09,0.79,19,0.79,38.12,A
cypher,24,0.56,0.42,19,0.79,41.04,S
deadlock,23,0.99,0.65,15,0.65,37.93,C
fade,23,1.45,1.0,14,0.61,47.44,B
sova,24,1.15,0.79,16,0.67,59.14,S
omen,47,1.02,0.55,29,0.62,47.51,A
raze,23,0.94,0.74,16,0.7,39.19,A
yoru,24,0.96,0.71,16,0.67,51.35,B
cypher,24,1.45,1.0,17,0.71,41.06,S
vyse,23,0.76,0.57,18,0.78,23.16,A
fade,23,0.41,0.3,20,0.87,27.98,B
sova,24,0.86,0.42,13,0.54,24.91,S
neon,47,0.86,0.68,34,0.72,38.23,C
omen,47,1.02,0.68,33,0.7,41.35,A
yoru,47,1.13,0.85,34,0.72,56.15,B
astra,20,0.75,0.55,15,0.75,42.12,A
omen,20,1.06,0.55,10,0.5,39.75,A
deadlock,20,0.8,0.6,15,0.75,46.64,C
viper,20,1.59,1.15,12,0.6,29.01,B
fade,20,1.13,0.75,13,0.65,44.18,B
sova,20,1.15,0.7,13,0.65,47.97,S
tejo,40,1.09,0.65,22,0.55,30.27,S
yoru,40,1.32,0.98,27,0.68,53.51,B
breach,20,0.49,0.25,13,0.65,40.01,B
sova,20,0.58,0.5,18,0.9,34.48,S
cypher,20,1.19,0.7,13,0.65,46.86,S
vyse,20,0.78,0.55,13,0.65,58.47,A
omen,40,0.98,0.73,29,0.72,42.99,A
yoru,40,0.74,0.68,34,0.85,41.99,B
fade,43,0.94,0.49,25,0.58,36.59,B
omen,43,1.28,0.81,27,0.63,36.26,A
tejo,43,1.21,0.7,24,0.56,49.16,S
viper,43,1.21,0.81,24,0.56,36.77,B
yoru,43,1.28,0.98,29,0.67,45.01,B
fade,43,0.77,0.56,32,0.74,35.86,B
neon,43,0.58,0.53,35,0.81,42.65,C
omen,43,0.68,0.44,31,0.72,41.31,A
yoru,22,1.42,0.95,12,0.55,53.4,B
vyse,43,0.88,0.65,36,0.84,35.7,A
astra,48,0.99,0.67,35,0.73,38.7,A
omen,213,0.8,0.58,161,0.76,31.89,A
breach,72,0.95,0.57,47,0.65,36.95,B
viper,125,0.82,0.53,86,0.69,42.8,B
cypher,194,1.01,0.69,130,0.67,47.6,S
deadlock,48,1.1,0.79,35,0.73,34.68,C
vyse,19,0.74,0.53,16,0.84,45.54,A
fade,77,1.01,0.62,50,0.65,51.85,B
gekko,48,1.03,0.71,34,0.71,44.73,A
sova,136,1.11,0.71,92,0.68,56.67,S
jett,64,1.41,0.98,40,0.62,38.65,S
neon,72,0.79,0.67,56,0.78,30.5,C
raze,106,0.86,0.64,79,0.75,26.17,A
yoru,19,0.85,0.53,12,0.63,52.23,B
astra,68,0.99,0.54,36,0.53,46.39,A
brimstone,41,0.88,0.51,28,0.68,39.22,B
omen,221,0.98,0.55,126,0.57,43.18,A
cypher,110,1.12,0.78,64,0.58,34.16,S
killjoy,55,1.08,0.67,26,0.47,62.51,B
viper,137,1.03,0.67,78,0.57,43.17,B
vyse,28,1.16,0.79,18,0.64,43.66,A
fade,41,0.98,0.59,25,0.61,46.83,B
sova,289,1.06,0.68,166,0.57,46.09,S
jett,96,1.38,1.02,55,0.57,47.43,S
neon,97,1.35,0.97,57,0.59,38.66,C
raze,41,1.37,1.02,27,0.66,48.69,A
viper,97,1.12,0.78,58,0.6,58.06,B
yoru,41,0.93,0.61,24,0.59,52.14,B
astra,23,0.97,0.57,16,0.7,52.85,A
gekko,48,0.65,0.5,37,0.77,34.75,A
omen,86,0.77,0.49,59,0.69,31.46,A
brimstone,48,1.17,0.77,31,0.65,41.49,B
fade,24,0.94,0.58,15,0.62,41.29,B
sova,85,0.94,0.51,52,0.61,48.97,S
cypher,65,1.03,0.71,45,0.69,28.04,S
omen,23,0.96,0.7,18,0.78,53.0,A
viper,69,1.05,0.81,48,0.7,41.24,B
deadlock,24,0.87,0.63,15,0.62,37.92,C
jett,23,0.76,0.43,14,0.61,31.32,S
killjoy,21,1.48,1.1,11,0.52,33.6,B
neon,18,1.31,1.0,14,0.78,50.35,C
skye,48,0.94,0.75,34,0.71,42.41,C
jett,23,0.8,0.7,20,0.87,29.72,S
neon,21,1.14,0.9,14,0.67,33.28,C
raze,22,0.98,0.64,16,0.73,37.87,A
sage,24,1.07,0.75,14,0.58,56.21,A
yoru,41,0.89,0.66,33,0.8,38.12,B
astra,176,0.97,0.52,105,0.6,28.37,A
omen,277,0.84,0.47,180,0.65,37.53,A
breach,107,0.87,0.58,73,0.68,38.18,B
cypher,18,1.0,0.72,15,0.83,18.98,S
viper,237,1.11,0.73,159,0.67,41.51,B
vyse,91,1.29,0.86,57,0.63,41.71,A
cypher,86,0.99,0.73,57,0.66,47.59,S
killjoy,108,1.16,0.8,66,0.61,57.91,B
neon,18,1.04,0.89,15,0.83,51.27,C
sage,91,1.13,0.82,64,0.7,40.45,A
tejo,35,0.86,0.51,22,0.63,31.21,S
vyse,53,1.02,0.77,39,0.74,62.37,A
fade,188,0.93,0.63,128,0.68,41.33,B
sova,265,1.01,0.62,164,0.62,41.35,S
killjoy,39,0.91,0.59,26,0.67,40.35,B
tejo,23,1.0,0.57,14,0.61,42.4,S
neon,21,0.92,0.67,16,0.76,39.47,C
raze,59,1.25,0.92,40,0.68,39.17,A
yoru,287,1.22,0.84,190,0.66,38.75,B
astra,23,0.91,0.65,13,0.57,41.68,A
omen,103,0.76,0.5,72,0.7,35.05,A
breach,17,0.53,0.41,15,0.88,31.36,B
killjoy,43,0.69,0.49,32,0.74,39.83,B
vyse,43,0.86,0.56,27,0.63,38.52,A
cypher,17,1.37,0.94,14,0.82,54.87,S
sova,23,1.02,0.57,12,0.52,20.33,S
viper,86,1.13,0.65,49,0.57,50.67,B
fade,60,1.1,0.67,39,0.65,51.47,B
omen,23,1.26,0.83,14,0.61,26.83,A
sova,43,0.57,0.47,38,0.88,34.92,S
jett,23,0.88,0.61,17,0.74,37.21,S
neon,79,0.87,0.72,65,0.82,29.38,C
raze,24,1.43,0.96,18,0.75,37.38,A
astra,49,0.88,0.43,28,0.57,30.86,A
brimstone,44,0.98,0.66,31,0.7,55.02,B
omen,163,0.85,0.48,113,0.69,46.77,A
chamber,79,1.09,0.81,53,0.67,52.91,C
jett,41,1.21,0.9,27,0.66,49.49,S
raze,24,1.09,0.79,19,0.79,32.55,A
viper,68,0.71,0.47,50,0.74,34.58,B
yoru,44,1.2,0.93,34,0.77,47.05,B
cypher,65,0.72,0.46,43,0.66,29.54,S
deadlock,79,0.92,0.62,60,0.76,45.82,C
viper,44,0.89,0.57,31,0.7,38.18,B
vyse,68,1.01,0.71,50,0.74,38.18,A
fade,172,1.12,0.76,121,0.7,47.69,B
sova,84,1.26,0.87,57,0.68,46.81,S
raze,79,0.88,0.7,61,0.77,37.95,A
yoru,133,0.95,0.72,96,0.72,50.71,B
astra,43,0.8,0.58,31,0.72,31.39,A
brimstone,20,1.29,0.8,14,0.7,47.33,B
omen,205,1.05,0.64,134,0.65,45.94,A
chamber,47,1.31,1.0,37,0.79,41.2,C
cypher,23,1.03,0.65,15,0.65,43.91,S
deadlock,40,0.62,0.5,32,0.8,28.59,C
viper,158,1.19,0.83,104,0.66,50.41,B
fade,23,0.99,0.61,14,0.61,39.74,B
sova,24,0.97,0.54,15,0.62,36.26,S
tejo,221,0.98,0.63,141,0.64,49.57,S
fade,178,0.94,0.57,119,0.67,34.71,B
sage,23,0.61,0.48,17,0.74,27.61,A
sova,43,1.04,0.67,28,0.65,29.05,S
vyse,24,0.76,0.58,20,0.83,44.01,A
raze,23,0.6,0.39,18,0.78,27.42,A
yoru,245,1.09,0.84,178,0.73,56.6,B
astra,19,0.59,0.37,15,0.79,20.72,A
cypher,16,1.18,0.56,5,0.31,56.69,S
sage,32,0.85,0.66,25,0.78,42.05,A
viper,52,0.93,0.63,33,0.63,40.49,B
breach,16,1.28,0.88,9,0.56,39.96,B
neon,56,0.71,0.61,47,0.84,42.57,C
tejo,28,0.85,0.64,21,0.75,40.1,S
brimstone,28,1.18,0.79,21,0.75,50.73,B
omen,91,1.11,0.73,60,0.66,42.93,A
fade,52,0.96,0.6,34,0.65,42.0,B
sova,67,1.02,0.64,42,0.63,38.45,S
neon,16,1.75,1.38,9,0.56,48.86,C
yoru,103,0.93,0.73,81,0.79,43.44,B
breach,18,1.71,1.28,12,0.67,33.76,B
fade,62,0.97,0.56,36,0.58,30.17,B
omen,156,0.89,0.52,102,0.65,45.95,A
cypher,18,1.19,0.83,9,0.5,45.67,S
killjoy,48,0.84,0.56,32,0.67,38.77,B
viper,156,1.16,0.69,87,0.56,42.57,B
vyse,155,1.08,0.75,100,0.65,45.08,A
harbor,108,0.77,0.58,80,0.74,35.56,C
omen,221,1.12,0.73,147,0.67,35.71,A
viper,48,0.88,0.71,39,0.81,42.19,B
jett,47,0.72,0.53,34,0.72,31.71,S
neon,66,0.88,0.71,50,0.76,44.29,C
raze,62,1.22,0.94,46,0.74,29.86,A
yoru,108,1.08,0.76,72,0.67,50.47,B
sova,315,1.13,0.69,196,0.62,45.72,S
vyse,62,1.31,0.95,40,0.65,46.35,A
breach,48,0.93,0.63,31,0.65,48.96,B
fade,30,1.11,0.8,19,0.63,56.28,B
sova,20,0.58,0.5,18,0.9,45.91,S
cypher,50,1.07,0.64,34,0.68,26.23,S
vyse,48,0.92,0.67,29,0.6,31.66,A
neon,30,0.77,0.6,24,0.8,34.6,C
omen,98,0.84,0.62,72,0.73,40.57,A
yoru,98,1.08,0.82,78,0.8,45.94,B
breach,20,0.91,0.6,13,0.65,34.99,B
omen,39,0.89,0.54,28,0.72,41.13,A
sova,55,0.84,0.45,37,0.67,33.1,S
tejo,23,0.55,0.39,16,0.7,33.41,S
cypher,98,0.85,0.6,67,0.68,29.31,S
viper,39,0.85,0.62,27,0.69,33.29,B
fade,59,0.76,0.61,45,0.76,29.21,B
sova,23,1.35,0.87,15,0.65,35.69,S
jett,55,1.24,0.93,38,0.69,52.21,S
yoru,44,0.92,0.75,30,0.68,34.46,B
neon,18,0.94,0.67,14,0.78,61.52,C
omen,98,0.83,0.52,68,0.69,43.63,A
raze,21,1.31,1.0,14,0.67,46.12,A
breach,35,0.7,0.34,22,0.63,31.49,B
deadlock,22,1.06,0.59,12,0.55,47.1,C
omen,38,1.08,0.74,26,0.68,37.35,A
cypher,35,1.01,0.89,25,0.71,44.2,S
viper,22,1.01,0.64,16,0.73,61.04,B
vyse,38,0.81,0.58,27,0.71,39.35,A
fade,21,1.06,0.62,14,0.67,50.03,B
sova,74,1.11,0.7,53,0.72,35.61,S
harbor,17,0.62,0.47,16,0.94,36.9,C
omen,57,0.82,0.44,38,0.67,53.21,A
viper,21,0.54,0.48,19,0.9,32.58,B
neon,57,0.68,0.54,47,0.82,53.34,C
raze,21,0.83,0.62,17,0.81,45.38,A
yoru,17,0.24,0.29,16,0.94,30.88,B
brimstone,83,1.23,0.72,42,0.51,48.18,B
omen,394,0.97,0.59,242,0.61,48.8,A
cypher,173,0.96,0.56,108,0.62,45.61,S
viper,107,0.82,0.57,71,0.66,27.86,B
vyse,197,0.87,0.57,129,0.65,34.68,A
fade,227,0.93,0.6,143,0.63,38.98,B
sova,250,0.98,0.61,151,0.6,40.7,S
neon,64,0.79,0.67,51,0.8,45.27,C
yoru,413,1.08,0.82,287,0.69,44.1,B
raze,21,1.13,0.9,13,0.62,33.36,A
brimstone,67,1.16,0.84,45,0.67,46.08,B
omen,272,1.02,0.73,196,0.72,46.42,A
fade,219,0.89,0.58,144,0.66,45.0,B
sova,100,0.79,0.49,68,0.68,48.11,S
viper,37,0.71,0.54,23,0.62,47.11,B
omen,17,0.71,0.53,13,0.76,42.89,A
raze,239,1.11,0.83,170,0.71,42.06,A
sage,100,0.94,0.71,69,0.69,28.29,A
sage,37,0.96,0.57,19,0.51,45.06,A
viper,67,1.04,0.7,42,0.63,43.62,B
vyse,252,1.0,0.67,169,0.67,43.51,A
sova,37,1.58,1.08,19,0.51,36.51,S
yoru,319,1.04,0.76,221,0.69,33.43,B
brimstone,23,1.14,0.65,15,0.65,49.73,B
omen,81,1.14,0.79,58,0.72,41.82,A
raze,44,0.66,0.5,35,0.8,44.05,A
